datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0.1,0.4,1.053,-59.537,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0.1,0.4,1.098,-59.543,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,0,0.5,0.844,-60.583,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0,0.5,0.945,-59.494,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0,0.9,2.553,-60.189,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,SAO JOAO DA BALIZA,Amazonia,0,0.2,0.9,0.857,-59.776,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0,0.3,0.735,-59.436,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,0,0.4,0.854,-60.512,
2017/03/18 17:14:00,AQUA_M-T,Brasil,RORAIMA,CARACARAI,Amazonia,0,0.3,0.4,1.705,-60.311,
2017/03/18 17:14:00,AQUA_M-T,Brasil,RORAIMA,CARACARAI,Amazonia,0,0.9,0.4,1.161,-60.635,
2017/03/18 17:14:00,AQUA_M-T,Brasil,RORAIMA,CARACARAI,Amazonia,0,0.2,0.4,1.542,-60.297,
2017/03/18 17:14:00,AQUA_M-T,Brasil,RORAIMA,CANTA,Amazonia,0,0.2,0.4,2.559,-60.415,
2017/03/18 17:14:00,AQUA_M-T,Brasil,RORAIMA,CARACARAI,Amazonia,0,1,0.5,1.146,-60.628,
2017/03/18 17:14:00,AQUA_M-T,Brasil,RORAIMA,CARACARAI,Amazonia,0,0.3,0.4,1.703,-60.327,
2017/03/18 17:14:00,AQUA_M-T,Brasil,RORAIMA,SAO LUIZ,Amazonia,0,0.2,0.2,0.914,-60.073,
2017/03/18 17:14:00,AQUA_M-T,Brasil,RORAIMA,CARACARAI,Amazonia,0,0.6,0.5,1.154,-60.598,
